,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,rounds,time,format,referee,url
12,Gilbert Melendez,0,38%,100%,0,0,0,96 , 250,98 , 253,1 , 1,83 , 232,9 , 12,4 , 6,87 , 236,7 , 12,2 , 2,Diego Sanchez,1,23%,16%,2,1,0,42 , 176,42 , 176,1 , 6,28 , 145,10 , 27,4 , 4,41 , 173,1 , 2,0 , 1,3,00:05:00,3 Rnd (5-5-5),Kerry Hatley,http://ufcstats.com/fight-details/340d5e6f22ff6ac4
13,Gabriel Gonzaga,1,50%,0%,0,0,0,8 , 16,8 , 16,0 , 0,7 , 12,0 , 1,1 , 3,4 , 10,0 , 0,4 , 6,Shawn Jordan,0,28%,0%,0,0,0,2 , 7,2 , 7,0 , 0,2 , 7,0 , 0,0 , 0,2 , 7,0 , 0,0 , 0,1,00:01:33,3 Rnd (5-5-5),Jason Stafin,http://ufcstats.com/fight-details/ed53922429a19c99
14,John Dodson,2,49%,0%,0,0,0,28 , 57,29 , 58,0 , 1,20 , 46,6 , 7,2 , 4,16 , 43,10 , 12,2 , 2,Darrell Montague,0,27%,0%,0,0,0,10 , 37,10 , 37,0 , 1,7 , 31,0 , 1,3 , 5,10 , 36,0 , 1,0 , 0,1,00:04:13,3 Rnd (5-5-5),Jacob Montalvo,http://ufcstats.com/fight-details/eba86a4ea6128840
15,Tim Boetsch,0,53%,0%,3,0,0,41 , 76,65 , 108,0 , 1,27 , 59,4 , 6,10 , 11,33 , 65,6 , 9,2 , 2,CB Dollaway,0,48%,37%,0,4,0,57 , 118,84 , 145,3 , 8,33 , 92,17 , 19,7 , 7,41 , 92,13 , 21,3 , 5,3,00:05:00,3 Rnd (5-5-5),Kerry Hatley,http://ufcstats.com/fight-details/fffa21388cdd78b7
16,Nate Marquardt,0,40%,0%,0,0,0,4 , 10,4 , 10,0 , 0,2 , 6,1 , 1,1 , 3,3 , 9,1 , 1,0 , 0,Hector Lombard,1,45%,0%,0,0,0,10 , 22,13 , 25,0 , 0,10 , 22,0 , 0,0 , 0,5 , 14,2 , 5,3 , 3,1,00:01:48,3 Rnd (5-5-5),Jason Stafin,http://ufcstats.com/fight-details/2a5fd0e2728967a5
17,Sarah Kaufman,0,40%,0%,0,0,0,87 , 214,131 , 258,0 , 0,53 , 171,18 , 20,16 , 23,45 , 158,42 , 56,0 , 0,Jessica Eye,0,31%,0%,0,0,0,65 , 209,93 , 237,0 , 0,39 , 176,15 , 20,11 , 13,39 , 164,26 , 45,0 , 0,3,00:05:00,3 Rnd (5-5-5),Jacob Montalvo,http://ufcstats.com/fight-details/c9eb00b7efdc7559
18,George Sotiropoulos,0,25%,14%,0,0,0,50 , 199,50 , 199,1 , 7,31 , 176,6 , 9,13 , 14,50 , 199,0 , 0,0 , 0,KJ Noons,0,33%,0%,0,0,0,56 , 167,57 , 168,0 , 0,26 , 113,30 , 54,0 , 0,56 , 167,0 , 0,0 , 0,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/ed9d7d85a5ae06b1
19,TJ Waldburger,0,40%,0%,0,0,0,4 , 10,4 , 10,0 , 3,0 , 4,1 , 1,3 , 5,3 , 9,1 , 1,0 , 0,Adlan Amagov,1,57%,0%,0,0,0,15 , 26,23 , 34,0 , 1,10 , 18,3 , 6,2 , 2,3 , 10,5 , 7,7 , 9,1,00:03:00,3 Rnd (5-5-5),Jason Stafin,http://ufcstats.com/fight-details/2443d8aa86f0070d
20,Tony Ferguson,0,33%,0%,1,0,0,5 , 15,7 , 18,0 , 0,3 , 13,1 , 1,1 , 1,4 , 14,0 , 0,1 , 1,Mike Rio,0,50%,0%,0,0,0,4 , 8,4 , 8,0 , 2,3 , 7,1 , 1,0 , 0,3 , 7,1 , 1,0 , 0,1,00:01:52,3 Rnd (5-5-5),Kerry Hatley,http://ufcstats.com/fight-details/58b7b23b46f4ccd6
21,Jeremy Larsen,0,51%,50%,0,0,0,23 , 45,30 , 53,1 , 2,18 , 40,3 , 3,2 , 2,22 , 44,0 , 0,1 , 1,Andre Fili,0,52%,100%,0,0,0,55 , 105,63 , 113,1 , 1,47 , 96,4 , 4,4 , 5,38 , 83,8 , 11,9 , 11,2,00:00:53,3 Rnd (5-5-5),Jacob Montalvo,http://ufcstats.com/fight-details/f11ca082c924464c
22,Dustin Pague,0,60%,100%,1,1,1,9 , 15,18 , 24,1 , 1,5 , 11,3 , 3,1 , 1,2 , 7,5 , 6,2 , 2,Kyoji Horiguchi,1,60%,33%,0,3,0,30 , 50,74 , 98,1 , 3,24 , 43,1 , 2,5 , 5,10 , 14,2 , 2,18 , 34,2,00:03:51,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/e1ccf09c055bac01
23,Demian Maia,0,32%,42%,0,1,0,24 , 75,98 , 160,3 , 7,15 , 61,8 , 13,1 , 1,13 , 57,7 , 12,4 , 6,Jake Shields,0,31%,8%,0,5,1,35 , 112,97 , 188,1 , 12,19 , 87,3 , 8,13 , 17,21 , 95,1 , 3,13 , 14,5,00:05:00,5 Rnd (5-5-5-5-5),Marc Goddard,http://ufcstats.com/fight-details/a41ba2624191bf23
24,Erick Silva,0,46%,0%,0,0,0,28 , 60,31 , 63,0 , 0,12 , 38,14 , 19,2 , 3,17 , 41,11 , 18,0 , 1,Dong Hyun Kim,1,35%,25%,0,1,0,11 , 31,30 , 50,1 , 4,10 , 29,1 , 2,0 , 0,7 , 22,1 , 5,3 , 4,2,00:03:01,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/3fc3179cd800128e
25,Thiago Silva,1,46%,0%,0,0,0,96 , 205,108 , 217,0 , 0,48 , 140,12 , 18,36 , 47,81 , 179,10 , 17,5 , 9,Matt Hamill,0,38%,21%,0,0,0,70 , 181,74 , 186,3 , 14,37 , 141,8 , 9,25 , 31,67 , 176,3 , 5,0 , 0,3,00:05:00,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/adede42d4c20494c
26,Fabio Maldonado,0,51%,0%,1,0,0,87 , 168,121 , 204,0 , 0,61 , 133,25 , 34,1 , 1,58 , 130,29 , 38,0 , 0,Joey Beltran,0,28%,25%,0,0,0,57 , 200,86 , 234,1 , 4,37 , 167,18 , 30,2 , 3,21 , 141,33 , 55,3 , 4,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/fecf9c7a4e965690
27,Rousimar Palhares,0,0%,0%,2,0,0,0 , 1,0 , 1,0 , 0,0 , 1,0 , 0,0 , 0,0 , 1,0 , 0,0 , 0,Mike Pierce,0,40%,100%,0,0,0,2 , 5,2 , 5,1 , 1,2 , 5,0 , 0,0 , 0,2 , 5,0 , 0,0 , 0,1,00:00:31,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/e0ca5ac323768da0
28,Raphael Assuncao,0,31%,0%,1,0,0,32 , 101,37 , 106,0 , 6,21 , 77,3 , 12,8 , 12,30 , 96,1 , 4,1 , 1,TJ Dillashaw,0,28%,50%,3,1,0,29 , 101,32 , 105,2 , 4,14 , 79,12 , 17,3 , 5,25 , 95,4 , 6,0 , 0,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/9ad2dde9c35d3cc4
29,Ildemar Alcantara,0,54%,100%,3,1,0,18 , 33,33 , 53,3 , 3,11 , 23,5 , 6,2 , 4,3 , 14,7 , 9,8 , 10,Igor Araujo,0,41%,16%,1,6,1,21 , 51,128 , 166,1 , 6,17 , 40,2 , 5,2 , 6,6 , 20,3 , 6,12 , 25,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/676590832dc86748
30,Yan Cabral,1,52%,66%,1,11,0,18 , 34,59 , 79,4 , 6,17 , 32,0 , 0,1 , 2,3 , 8,0 , 1,15 , 25,David Mitchell,0,22%,0%,1,0,0,5 , 22,40 , 57,0 , 1,4 , 20,1 , 1,0 , 1,3 , 19,1 , 2,1 , 1,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/3e610c7a2ab31acd
31,Iliarde Santos,0,39%,50%,0,1,0,35 , 88,46 , 101,2 , 4,23 , 72,10 , 12,2 , 4,28 , 80,5 , 6,2 , 2,Chris Cariaso,0,43%,0%,0,1,0,54 , 124,61 , 132,0 , 1,42 , 104,9 , 17,3 , 3,41 , 109,8 , 8,5 , 7,2,00:04:31,3 Rnd (5-5-5),Keith Peterson,http://ufcstats.com/fight-details/3a8baa48c9b30d47
32,Alan Patrick,1,45%,50%,0,0,0,16 , 35,19 , 42,1 , 2,13 , 26,0 , 6,3 , 3,8 , 25,3 , 5,5 , 5,Garett Whiteley,0,25%,0%,0,0,0,7 , 28,15 , 36,0 , 1,3 , 23,3 , 4,1 , 1,4 , 21,3 , 7,0 , 0,1,00:03:54,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/79e7b986601fdd2a
33,Jon Jones,0,61%,9%,0,0,0,134 , 217,137 , 220,1 , 11,53 , 115,28 , 37,53 , 65,127 , 208,7 , 9,0 , 0,Alexander Gustafsson,0,38%,12%,0,0,0,110 , 288,114 , 294,1 , 8,63 , 204,33 , 65,14 , 19,108 , 283,2 , 5,0 , 0,5,00:05:00,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/0aa5be9d0e75dd42
34,Renan Barao,1,62%,0%,0,0,0,28 , 45,29 , 46,0 , 1,16 , 33,5 , 5,7 , 7,25 , 41,0 , 0,3 , 4,Eddie Wineland,0,20%,0%,0,0,0,11 , 53,11 , 53,0 , 0,5 , 43,4 , 7,2 , 3,11 , 53,0 , 0,0 , 0,2,00:00:35,5 Rnd (5-5-5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/1019f330bdecfc65
35,Brendan Schaub,0,46%,100%,1,1,0,14 , 30,14 , 31,1 , 1,13 , 29,1 , 1,0 , 0,14 , 30,0 , 0,0 , 0,Matt Mitrione,0,63%,0%,0,0,0,7 , 11,7 , 11,0 , 0,4 , 8,1 , 1,2 , 2,7 , 11,0 , 0,0 , 0,1,00:04:06,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/c0a5eeb0be0049bb
36,Costas Philippou,0,28%,0%,0,0,0,7 , 25,15 , 34,0 , 0,2 , 19,1 , 1,4 , 5,7 , 25,0 , 0,0 , 0,Francis Carmont,0,45%,100%,0,14,0,29 , 64,89 , 134,5 , 5,19 , 54,8 , 8,2 , 2,8 , 30,0 , 0,21 , 34,3,00:05:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/d9834a03626a3c06
37,Pat Healy,0,28%,0%,0,0,0,44 , 157,68 , 189,0 , 2,27 , 131,12 , 21,5 , 5,42 , 155,2 , 2,0 , 0,Khabib Nurmagomedov,0,41%,45%,0,4,0,54 , 130,90 , 169,5 , 11,40 , 115,9 , 10,5 , 5,44 , 111,2 , 7,8 , 12,3,00:05:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/ca2b48fd007126e0
38,Mike Ricci,0,25%,0%,0,0,2,25 , 98,31 , 105,0 , 0,13 , 73,8 , 19,4 , 6,14 , 84,1 , 2,10 , 12,Myles Jury,0,30%,66%,0,2,1,22 , 72,29 , 84,4 , 6,8 , 52,2 , 7,12 , 13,20 , 70,2 , 2,0 , 0,3,00:05:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/b3bb90f5a2aa0d7c
39,Ivan Menjivar,0,46%,0%,0,0,0,29 , 62,86 , 123,0 , 0,8 , 29,13 , 20,8 , 13,18 , 49,7 , 7,4 , 6,Wilson Reis,0,34%,66%,0,2,0,33 , 96,78 , 150,4 , 6,12 , 72,6 , 8,15 , 16,14 , 66,7 , 9,12 , 21,3,00:05:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/e37368ff2a7a71f6
40,Chris Clements,0,39%,0%,0,0,0,17 , 43,25 , 51,0 , 0,0 , 21,6 , 10,11 , 12,13 , 35,4 , 7,0 , 1,Stephen Thompson,2,58%,100%,0,3,0,23 , 39,36 , 53,2 , 2,14 , 28,5 , 7,4 , 4,20 , 33,1 , 1,2 , 5,2,00:01:27,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/a95be3943ea0f691
41,Mitch Gagnon,0,47%,50%,1,1,0,27 , 57,27 , 58,1 , 2,18 , 44,5 , 9,4 , 4,20 , 48,5 , 6,2 , 3,Dustin Kimura,0,34%,0%,1,0,0,15 , 44,15 , 44,0 , 0,3 , 30,6 , 6,6 , 8,14 , 43,1 , 1,0 , 0,1,00:04:05,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/0d857bd8245f9d31
42,John Makdessi,1,51%,0%,0,0,0,20 , 39,20 , 39,0 , 0,11 , 26,5 , 7,4 , 6,11 , 23,0 , 0,9 , 16,Renee Forte,0,25%,0%,0,0,0,7 , 27,7 , 27,0 , 0,3 , 21,2 , 4,2 , 2,7 , 27,0 , 0,0 , 0,1,00:02:01,3 Rnd (5-5-5),Todd Ronald Anderson,http://ufcstats.com/fight-details/d3f9262901219944
43,Michel Prazeres,0,44%,46%,0,6,0,19 , 43,50 , 77,7 , 15,16 , 38,1 , 3,2 , 2,14 , 36,2 , 4,3 , 3,Jesse Ronson,0,52%,100%,0,1,0,38 , 73,41 , 76,1 , 1,15 , 46,10 , 14,13 , 13,27 , 58,3 , 4,8 , 11,3,00:05:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/5b2cc17158d77f07
44,Roland Delorme,1,40%,11%,1,3,1,47 , 115,70 , 140,1 , 9,26 , 84,17 , 27,4 , 4,38 , 106,3 , 3,6 , 6,Alex Caceres,0,65%,0%,0,1,2,106 , 162,116 , 174,0 , 0,82 , 138,9 , 9,15 , 15,93 , 148,9 , 10,4 , 4,3,00:05:00,3 Rnd (5-5-5),Todd Ronald Anderson,http://ufcstats.com/fight-details/a605d4153c7dbd84
45,Nandor Guelmino,0,56%,0%,0,1,0,56 , 99,75 , 123,0 , 3,16 , 48,29 , 39,11 , 12,29 , 68,17 , 19,10 , 12,Daniel Omielanczuk,1,67%,40%,1,1,0,49 , 73,57 , 82,2 , 5,22 , 41,7 , 10,20 , 22,28 , 50,18 , 19,3 , 4,3,00:03:18,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/c3b1653fb5e101e0
46,Glover Teixeira,1,58%,25%,0,0,0,14 , 24,20 , 30,1 , 4,13 , 23,1 , 1,0 , 0,4 , 11,1 , 1,9 , 12,Ryan Bader,0,40%,0%,1,0,0,11 , 27,16 , 32,0 , 1,9 , 25,0 , 0,2 , 2,5 , 16,6 , 11,0 , 0,1,00:02:55,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/8456a02bd3621837
47,Yushin Okami,0,9%,0%,0,0,0,1 , 11,1 , 11,0 , 0,1 , 10,0 , 1,0 , 0,1 , 11,0 , 0,0 , 0,Jacare Souza,1,58%,0%,0,0,0,28 , 48,29 , 49,0 , 1,25 , 43,2 , 4,1 , 1,7 , 13,11 , 25,10 , 10,1,00:02:47,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/9166d2f99369c06b
48,Joseph Benavidez,1,38%,0%,0,0,0,20 , 52,20 , 52,0 , 0,13 , 40,4 , 7,3 , 5,16 , 46,0 , 2,4 , 4,Jussier Formiga,0,33%,0%,0,0,0,6 , 18,6 , 18,0 , 0,5 , 15,1 , 3,0 , 0,5 , 17,1 , 1,0 , 0,1,00:03:07,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/bbcb7b5ca439bebb
49,Francisco Trinaldo,1,51%,25%,0,0,0,22 , 43,24 , 46,1 , 4,11 , 27,8 , 13,3 , 3,22 , 43,0 , 0,0 , 0,Piotr Hallmann,0,48%,100%,1,2,0,42 , 87,62 , 112,2 , 2,32 , 72,5 , 8,5 , 7,22 , 65,9 , 9,11 , 13,2,00:03:50,3 Rnd (5-5-5),Neil Hall,http://ufcstats.com/fight-details/5aeac72404dd7c6d
50,Rafael Natal,2,62%,0%,1,10,1,39 , 62,57 , 81,0 , 2,29 , 51,5 , 6,5 , 5,7 , 15,1 , 1,31 , 46,Tor Troeng,0,52%,0%,0,4,3,9 , 17,54 , 66,0 , 1,6 , 14,2 , 2,1 , 1,3 , 10,2 , 2,4 , 5,3,00:05:00,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/d67dadf630c36f18
51,Marcos Vinicius,0,57%,0%,0,3,0,27 , 47,45 , 68,0 , 0,12 , 28,7 , 8,8 , 11,11 , 30,7 , 7,9 , 10,Ali Bagautinov,2,55%,60%,1,2,0,38 , 68,46 , 78,3 , 5,29 , 56,5 , 7,4 , 5,12 , 34,7 , 7,19 , 27,3,00:03:28,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/46aa72d0ccd2be0a
52,Felipe Arantes,0,44%,60%,1,2,0,35 , 78,68 , 117,3 , 5,13 , 50,14 , 19,8 , 9,23 , 61,2 , 4,10 , 13,Kevin Souza,0,38%,0%,0,0,0,52 , 136,75 , 164,0 , 0,33 , 97,18 , 37,1 , 2,45 , 123,6 , 12,1 , 1,3,00:05:00,3 Rnd (5-5-5),Neil Hall,http://ufcstats.com/fight-details/5df777be98ea09de
53,Lucas Martins,1,50%,0%,1,1,0,10 , 20,10 , 20,0 , 0,6 , 16,1 , 1,3 , 3,9 , 18,0 , 0,1 , 2,Junior Hernandez,0,40%,0%,0,0,0,4 , 10,6 , 13,0 , 0,2 , 7,1 , 2,1 , 1,4 , 10,0 , 0,0 , 0,1,00:01:10,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/b8e1a9db956e245b
54,Joao Zeferino,0,39%,6%,0,0,0,11 , 28,20 , 37,1 , 16,6 , 21,4 , 5,1 , 2,6 , 22,3 , 4,2 , 2,Elias Silverio,0,58%,50%,0,1,0,49 , 84,130 , 178,1 , 2,18 , 40,24 , 32,7 , 12,24 , 50,15 , 19,10 , 15,3,00:05:00,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/e706a0fca8e82288
55,Keith Wisniewski,0,53%,0%,0,0,0,42 , 78,66 , 103,0 , 1,24 , 58,17 , 19,1 , 1,14 , 47,28 , 31,0 , 0,Ivan Jorge,0,73%,20%,0,0,0,69 , 94,87 , 116,2 , 10,8 , 19,39 , 49,22 , 26,27 , 45,42 , 49,0 , 0,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/563adcb4abd48f6b
56,Yuri Villefort,0,40%,14%,0,0,0,69 , 171,70 , 173,1 , 7,32 , 122,12 , 24,25 , 25,66 , 165,3 , 6,0 , 0,Sean Spencer,0,35%,0%,0,0,0,99 , 281,100 , 282,0 , 0,89 , 266,7 , 12,3 , 3,90 , 268,8 , 12,1 , 1,3,00:05:00,3 Rnd (5-5-5),Neil Hall,http://ufcstats.com/fight-details/95d86cec2a7124b3
57,Benson Henderson,0,68%,0%,0,0,0,11 , 16,26 , 37,0 , 3,3 , 8,3 , 3,5 , 5,4 , 9,6 , 6,1 , 1,Anthony Pettis,0,56%,0%,1,0,0,9 , 16,10 , 17,0 , 0,3 , 9,6 , 7,0 , 0,9 , 16,0 , 0,0 , 0,1,00:04:41,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/fa084335b5f87627
58,Frank Mir,0,56%,0%,0,0,0,9 , 16,20 , 29,0 , 0,6 , 13,3 , 3,0 , 0,0 , 1,9 , 15,0 , 0,Josh Barnett,1,68%,0%,0,0,0,26 , 38,33 , 46,0 , 0,13 , 24,13 , 14,0 , 0,1 , 4,25 , 33,0 , 1,1,00:01:56,3 Rnd (5-5-5),Rob Hinds,http://ufcstats.com/fight-details/aac887ea8a83d7a4
59,Chad Mendes,1,48%,60%,1,0,0,32 , 66,40 , 74,3 , 5,24 , 57,4 , 5,4 , 4,15 , 47,4 , 4,13 , 15,Clay Guida,0,17%,0%,0,0,0,17 , 99,19 , 101,0 , 4,11 , 90,1 , 1,5 , 8,16 , 98,1 , 1,0 , 0,3,00:00:30,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/fef6b147d5fb90bd
60,Ben Rothwell,1,54%,0%,0,0,0,56 , 103,60 , 107,0 , 0,40 , 85,10 , 11,6 , 7,35 , 75,21 , 26,0 , 2,Brandon Vera,0,65%,0%,0,0,0,41 , 63,47 , 69,0 , 1,12 , 33,18 , 19,11 , 11,29 , 49,12 , 14,0 , 0,3,00:01:54,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/4dc03e76536b85e5
61,Erik Koch,0,43%,0%,5,1,0,32 , 74,50 , 93,0 , 0,17 , 58,12 , 12,3 , 4,13 , 53,13 , 14,6 , 7,Dustin Poirier,2,58%,33%,2,3,0,54 , 92,74 , 112,2 , 6,40 , 72,9 , 12,5 , 8,19 , 49,13 , 16,22 , 27,3,00:05:00,3 Rnd (5-5-5),Rob Hinds,http://ufcstats.com/fight-details/af51920a3e176995
