,Winner,R_fighter,B_fighter,R_STR,B_STR,R_TD,B_TD,R_SUB,B_SUB,R_PASS,B_PASS,WEIGHT_CLASS,METHOD,DETAIL,ROUND,TIME,title_bout,link,date,location,attendance
1370,win,Alexander Volkanovski,Mizuto Hirota,87,46,4,0,0,0,1,0,Featherweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/e4db3b1669d498c3,10-06-2017,"Auckland, New Zealand",8649.0
1371,win,Vinc Pichel,Damien Brown,19,21,0,0,0,0,0,0,Lightweight,KO/TKO,Punch,1,00:03:37,0.0,http://ufcstats.com/fight-details/165d3a571fcc5e3c,10-06-2017,"Auckland, New Zealand",8649.0
1372,win,Luke Jumeau,Dominique Steele,40,44,0,1,0,0,0,1,Welterweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/288b479c485c48b2,10-06-2017,"Auckland, New Zealand",8649.0
1373,win,John Moraga,Ashkan Mokhtarian,56,12,2,1,4,0,10,0,Flyweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/11cb7d7d774d5e6a,10-06-2017,"Auckland, New Zealand",8649.0
1374,win,Zak Ottow,Kiichi Kunimoto,37,25,2,2,0,0,1,2,Welterweight,S-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/1b1d1900b4051344,10-06-2017,"Auckland, New Zealand",8649.0
1375,win,JJ Aldrich,Chanmi Jeon,98,92,0,0,0,0,0,0,Women's Strawweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/bd4a648bebaefab3,10-06-2017,"Auckland, New Zealand",8649.0
1376,win,Max Holloway,Jose Aldo,104,55,0,0,0,0,3,0,Featherweight,KO/TKO,Punches,3,00:04:13,1.0,http://ufcstats.com/fight-details/9ed0c3acc436eb56,03-06-2017,"Rio de Janeiro, Rio de Janeiro, Brazil",15412.0
1377,win,Claudia Gadelha,Karolina Kowalkiewicz,8,9,1,0,1,0,2,0,Women's Strawweight,SUB,Rear Naked Choke,1,00:03:03,0.0,http://ufcstats.com/fight-details/5bfaa389a67139fd,03-06-2017,"Rio de Janeiro, Rio de Janeiro, Brazil",15412.0
1378,win,Vitor Belfort,Nate Marquardt,37,57,0,1,0,0,0,0,Middleweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/823e9449bd47e408,03-06-2017,"Rio de Janeiro, Rio de Janeiro, Brazil",15412.0
1379,win,Paulo Costa,Oluwale Bamgbose,43,33,0,2,0,0,0,1,Middleweight,KO/TKO,Punches,2,00:01:06,0.0,http://ufcstats.com/fight-details/6b581bb1bc9289ef,03-06-2017,"Rio de Janeiro, Rio de Janeiro, Brazil",15412.0
1380,win,Yancy Medeiros,Erick Silva,33,29,0,0,0,0,0,0,Welterweight,KO/TKO,Punch,2,00:02:01,0.0,http://ufcstats.com/fight-details/6c9fdcb95393a49c,03-06-2017,"Rio de Janeiro, Rio de Janeiro, Brazil",15412.0
1381,win,Raphael Assuncao,Marlon Moraes,43,44,0,0,0,0,0,0,Bantamweight,S-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/228879162d8be605,03-06-2017,"Rio de Janeiro, Rio de Janeiro, Brazil",15412.0
1382,win,Antonio Carlos Junior,Eric Spicely,12,17,1,1,2,0,5,0,Middleweight,SUB,Rear Naked Choke,2,00:03:49,0.0,http://ufcstats.com/fight-details/3ad3acca165a5d90,03-06-2017,"Rio de Janeiro, Rio de Janeiro, Brazil",15412.0
1383,win,Matthew Lopez,Johnny Eduardo,43,16,1,0,0,1,0,0,Bantamweight,KO/TKO,Punches,1,00:02:57,0.0,http://ufcstats.com/fight-details/36f0c6d7126e09ee,03-06-2017,"Rio de Janeiro, Rio de Janeiro, Brazil",15412.0
1384,win,Brian Kelleher,Iuri Alcantara,4,12,0,1,1,0,0,0,Bantamweight,SUB,Guillotine Choke,1,00:01:48,0.0,http://ufcstats.com/fight-details/cb2844bb15d22cc6,03-06-2017,"Rio de Janeiro, Rio de Janeiro, Brazil",15412.0
1385,win,Viviane Pereira,Jamie Moyle,80,80,0,0,0,0,0,0,Women's Strawweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/2fd43be584ef522b,03-06-2017,"Rio de Janeiro, Rio de Janeiro, Brazil",15412.0
1386,win,Luan Chagas,Jimmy Wallhead,95,32,0,0,1,0,1,0,Welterweight,SUB,Rear Naked Choke,2,00:04:48,0.0,http://ufcstats.com/fight-details/88e0de323a83f241,03-06-2017,"Rio de Janeiro, Rio de Janeiro, Brazil",15412.0
1387,win,Deiveson Figueiredo,Marco Beltran,17,16,2,0,4,0,4,0,Flyweight,KO/TKO,,2,00:05:00,0.0,http://ufcstats.com/fight-details/6486579eee778b4d,03-06-2017,"Rio de Janeiro, Rio de Janeiro, Brazil",15412.0
1388,win,Alexander Gustafsson,Glover Teixeira,97,42,1,1,0,0,2,0,Light Heavyweight,KO/TKO,Punches,5,00:01:07,0.0,http://ufcstats.com/fight-details/923d5041c3b6d763,28-05-2017,"Stockholm, Sweden",12668.0
1389,win,Volkan Oezdemir,Misha Cirkunov,5,9,0,0,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,00:00:28,0.0,http://ufcstats.com/fight-details/79be3a6d483ad64a,28-05-2017,"Stockholm, Sweden",12668.0
1390,win,Peter Sobotta,Ben Saunders,46,19,0,0,0,0,0,0,Welterweight,KO/TKO,Knee,2,00:02:29,0.0,http://ufcstats.com/fight-details/8cdc9c13d75adb28,28-05-2017,"Stockholm, Sweden",12668.0
1391,win,Omari Akhmedov,Abdul Razak Alhassan,52,43,6,0,0,0,3,0,Welterweight,S-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/78e38f1ad43c3479,28-05-2017,"Stockholm, Sweden",12668.0
1392,win,Nordine Taleb,Oliver Enkamp,57,34,2,1,0,0,3,0,Welterweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/33913e8e56c49a4c,28-05-2017,"Stockholm, Sweden",12668.0
1393,win,Jack Hermansson,Alex Nicholson,23,1,1,0,0,1,2,0,Middleweight,KO/TKO,Punches,1,00:02:00,0.0,http://ufcstats.com/fight-details/2105210529457ffd,28-05-2017,"Stockholm, Sweden",12668.0
1394,win,Pedro Munhoz,Damian Stasiak,65,44,3,2,1,0,1,0,Bantamweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/9674c37e3a2bc399,28-05-2017,"Stockholm, Sweden",12668.0
1395,win,Trevor Smith,Chris Camozzi,39,10,4,0,0,1,5,0,Middleweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/ac6cb989ccc38f73,28-05-2017,"Stockholm, Sweden",12668.0
1396,win,Joaquim Silva,Reza Madadi,40,26,0,5,1,0,3,2,Lightweight,S-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/2c101a0bcf334d31,28-05-2017,"Stockholm, Sweden",12668.0
1397,win,Bojan Velickovic,Nico Musoke,53,49,1,1,0,0,0,1,Welterweight,KO/TKO,Punch,3,00:04:37,0.0,http://ufcstats.com/fight-details/9c3f3bc7f7472e0c,28-05-2017,"Stockholm, Sweden",12668.0
1398,win,Darren Till,Jessin Ayari,31,28,2,0,0,1,0,0,Welterweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/1ed9dbbe604654b9,28-05-2017,"Stockholm, Sweden",12668.0
1399,win,Damir Hadzovic,Marcin Held,14,31,0,4,0,1,0,11,Lightweight,KO/TKO,Knee,3,00:00:07,0.0,http://ufcstats.com/fight-details/b166f1582946fbbc,28-05-2017,"Stockholm, Sweden",12668.0
1400,win,Stipe Miocic,Junior Dos Santos,26,12,0,0,0,0,0,0,Heavyweight,KO/TKO,Punch,1,00:02:22,1.0,http://ufcstats.com/fight-details/16a0352f3e19b931,13-05-2017,"Dallas, Texas, USA",17834.0
1401,win,Joanna Jedrzejczyk,Jessica Andrade,225,83,0,2,0,0,0,1,Women's Strawweight,U-DEC,,5,00:05:00,1.0,http://ufcstats.com/fight-details/0fd8214ac276728e,13-05-2017,"Dallas, Texas, USA",17834.0
1402,win,Demian Maia,Jorge Masvidal,23,39,4,0,0,0,3,0,Welterweight,S-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/6e3139f066149a81,13-05-2017,"Dallas, Texas, USA",17834.0
1403,win,Frankie Edgar,Yair Rodriguez,72,16,1,0,0,1,1,0,Featherweight,KO/TKO,,2,00:05:00,0.0,http://ufcstats.com/fight-details/39f746cee66e8771,13-05-2017,"Dallas, Texas, USA",17834.0
1404,win,David Branch,Krzysztof Jotko,39,28,2,1,0,0,0,0,Middleweight,S-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/362a5b3cd4a70330,13-05-2017,"Dallas, Texas, USA",17834.0
1405,nc,Eddie Alvarez,Dustin Poirier,44,73,1,0,0,2,0,0,Lightweight,CNC,,2,00:04:02,0.0,http://ufcstats.com/fight-details/6fe9729cee57c680,13-05-2017,"Dallas, Texas, USA",17834.0
1406,win,Jason Knight,Chas Skelly,59,29,2,1,3,0,1,0,Featherweight,KO/TKO,Punch,3,00:00:39,0.0,http://ufcstats.com/fight-details/9882c1dac77c0367,13-05-2017,"Dallas, Texas, USA",17834.0
1407,win,Chase Sherman,Rashad Coulter,103,36,0,0,0,0,1,0,Heavyweight,KO/TKO,Elbow,2,00:03:36,0.0,http://ufcstats.com/fight-details/f26657d5018ee428,13-05-2017,"Dallas, Texas, USA",17834.0
1408,win,James Vick,Polo Reyes,20,16,0,0,0,0,0,0,Lightweight,KO/TKO,Punch,1,00:02:39,0.0,http://ufcstats.com/fight-details/567cefcaba821205,13-05-2017,"Dallas, Texas, USA",17834.0
1409,win,Cortney Casey,Jessica Aguilar,103,57,0,4,0,0,0,1,Women's Strawweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/af2ef75664656957,13-05-2017,"Dallas, Texas, USA",17834.0
1410,win,Enrique Barzola,Gabriel Benitez,46,51,9,0,1,0,3,0,Featherweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/7188621a628e718d,13-05-2017,"Dallas, Texas, USA",17834.0
1411,win,Gadzhimurad Antigulov,Joachim Christensen,2,1,1,0,1,0,1,0,Light Heavyweight,SUB,Rear Naked Choke,1,00:02:21,0.0,http://ufcstats.com/fight-details/14dbcdbe8e7251bf,13-05-2017,"Dallas, Texas, USA",17834.0
1412,win,Cub Swanson,Artem Lobov,209,123,2,2,0,0,4,0,Featherweight,U-DEC,,5,00:05:00,0.0,http://ufcstats.com/fight-details/b29ed164b3014a42,22-04-2017,"Nashville, Tennessee, USA",10144.0
1413,win,Al Iaquinta,Diego Sanchez,12,4,0,0,0,0,0,0,Lightweight,KO/TKO,Punch,1,00:01:38,0.0,http://ufcstats.com/fight-details/2310fbcb6fdf3b47,22-04-2017,"Nashville, Tennessee, USA",10144.0
1414,win,Ovince Saint Preux,Marcos Rogerio de Lima,21,17,1,0,1,0,1,0,Light Heavyweight,SUB,Other - Choke,2,00:02:11,0.0,http://ufcstats.com/fight-details/53c96668bf850809,22-04-2017,"Nashville, Tennessee, USA",10144.0
1415,win,John Dodson,Eddie Wineland,48,21,0,0,0,0,0,0,Bantamweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/8b97cd609c7152b7,22-04-2017,"Nashville, Tennessee, USA",10144.0
1416,win,Stevie Ray,Joe Lauzon,109,46,0,5,1,1,0,5,Lightweight,M-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/41385f4e63682b5b,22-04-2017,"Nashville, Tennessee, USA",10144.0
1417,win,Mike Perry,Jake Ellenberger,26,17,0,1,0,0,0,0,Welterweight,KO/TKO,Elbow,2,00:01:05,0.0,http://ufcstats.com/fight-details/3905e5dc489811d6,22-04-2017,"Nashville, Tennessee, USA",10144.0
1418,win,Thales Leites,Sam Alvey,38,27,1,0,0,0,0,0,Middleweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/2d6182d1d398ed6a,22-04-2017,"Nashville, Tennessee, USA",10144.0
1419,win,Brandon Moreno,Dustin Ortiz,24,16,0,4,2,0,2,0,Flyweight,SUB,Rear Naked Choke,2,00:04:06,0.0,http://ufcstats.com/fight-details/319f3fad278368e6,22-04-2017,"Nashville, Tennessee, USA",10144.0
1420,win,Scott Holtzman,Michael McBride,104,83,2,3,0,2,1,1,Lightweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/cf18911df2052826,22-04-2017,"Nashville, Tennessee, USA",10144.0
1421,win,Danielle Taylor,Jessica Penne,72,69,0,1,0,0,0,1,Women's Strawweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/c0c587cb52de929b,22-04-2017,"Nashville, Tennessee, USA",10144.0
1422,win,Alexis Davis,Cindy Dandois,51,47,0,5,2,0,2,0,Women's Bantamweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/f313eae425b7c539,22-04-2017,"Nashville, Tennessee, USA",10144.0
1423,win,Bryan Barberena,Joe Proctor,28,8,0,0,0,0,0,0,Welterweight,KO/TKO,Punch,1,00:03:30,0.0,http://ufcstats.com/fight-details/7d4e11c2a9485320,22-04-2017,"Nashville, Tennessee, USA",10144.0
1424,win,Hector Sandoval,Matt Schnell,32,16,3,1,0,1,0,2,Flyweight,KO/TKO,Punch,1,00:04:24,0.0,http://ufcstats.com/fight-details/6ccfbe3a7c5aa55e,22-04-2017,"Nashville, Tennessee, USA",10144.0
1425,win,Demetrious Johnson,Wilson Reis,108,16,1,0,1,0,3,0,Flyweight,SUB,Armbar,3,00:04:49,1.0,http://ufcstats.com/fight-details/f63961f9d14bc33d,15-04-2017,"Kansas City, Missouri, USA",12171.0
1426,win,Rose Namajunas,Michelle Waterson,47,22,1,1,1,0,3,0,Women's Strawweight,SUB,Rear Naked Choke,2,00:02:47,0.0,http://ufcstats.com/fight-details/e52318719d839d2d,15-04-2017,"Kansas City, Missouri, USA",12171.0
1427,win,Robert Whittaker,Jacare Souza,55,9,0,1,0,0,0,1,Middleweight,KO/TKO,Kick,2,00:03:28,0.0,http://ufcstats.com/fight-details/0459297e86a14981,15-04-2017,"Kansas City, Missouri, USA",12171.0
1428,win,Renato Moicano,Jeremy Stephens,70,56,2,0,0,0,1,0,Featherweight,S-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/d764ef3e078c96c8,15-04-2017,"Kansas City, Missouri, USA",12171.0
1429,win,Alexander Volkov,Roy Nelson,122,32,0,1,0,0,0,2,Heavyweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/b0552b065ca7f401,15-04-2017,"Kansas City, Missouri, USA",12171.0
1430,win,Tom Duquesnoy,Patrick Williams,36,37,0,2,0,0,0,0,Bantamweight,KO/TKO,Elbows,2,00:00:28,0.0,http://ufcstats.com/fight-details/20be16a1db95156c,15-04-2017,"Kansas City, Missouri, USA",12171.0
1431,win,Rashid Magomedov,Bobby Green,75,75,0,0,0,0,0,0,Lightweight,S-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/f24c296256faeff2,15-04-2017,"Kansas City, Missouri, USA",12171.0
1432,win,Tim Elliott,Louis Smolka,57,41,12,1,1,2,14,5,Flyweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/41cef92a01e7ff3c,15-04-2017,"Kansas City, Missouri, USA",12171.0
1433,win,Aljamain Sterling,Augusto Mendes,83,30,2,0,0,0,0,0,Bantamweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/677e98ae5834ba70,15-04-2017,"Kansas City, Missouri, USA",12171.0
1434,win,Devin Clark,Jake Collier,68,36,4,0,0,1,6,0,Light Heavyweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/4291b38643547fa7,15-04-2017,"Kansas City, Missouri, USA",12171.0
1435,win,Anthony Smith,Andrew Sanchez,49,63,0,4,0,0,1,3,Middleweight,KO/TKO,Kick,3,00:03:52,0.0,http://ufcstats.com/fight-details/0673d8ab0add7a05,15-04-2017,"Kansas City, Missouri, USA",12171.0
1436,win,Zak Cummings,Nathan Coy,25,23,0,1,2,0,0,0,Welterweight,SUB,Guillotine Choke,1,00:04:21,0.0,http://ufcstats.com/fight-details/2a0d4dd0997bd712,15-04-2017,"Kansas City, Missouri, USA",12171.0
1437,win,Ketlen Vieira,Ashlee Evans-Smith,71,68,1,0,0,0,1,0,Women's Bantamweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/94ce682e4a3e556a,15-04-2017,"Kansas City, Missouri, USA",12171.0
1438,win,Daniel Cormier,Anthony Johnson,36,22,1,1,1,0,1,0,Light Heavyweight,SUB,Rear Naked Choke,2,00:03:37,1.0,http://ufcstats.com/fight-details/ea8eaf881d38713e,08-04-2017,"Buffalo, New York, USA",17110.0
1439,win,Gegard Mousasi,Chris Weidman,49,13,0,4,0,1,0,2,Middleweight,KO/TKO,Knee,2,00:03:13,0.0,http://ufcstats.com/fight-details/87a969d51de6e179,08-04-2017,"Buffalo, New York, USA",17110.0
1440,win,Cynthia Calvillo,Pearl Gonzalez,50,37,1,2,3,1,4,2,Women's Strawweight,SUB,Rear Naked Choke,3,00:03:45,0.0,http://ufcstats.com/fight-details/687d973d71e068dc,08-04-2017,"Buffalo, New York, USA",17110.0
1441,win,Thiago Alves,Patrick Cote,79,44,1,0,0,0,3,0,Welterweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/a68672f66e12a3c2,08-04-2017,"Buffalo, New York, USA",17110.0
1442,win,Charles Oliveira,Will Brooks,3,4,2,0,1,0,1,0,Lightweight,SUB,Rear Naked Choke,1,00:02:30,0.0,http://ufcstats.com/fight-details/56c7c59c9bb3b610,08-04-2017,"Buffalo, New York, USA",17110.0
1443,win,Myles Jury,Mike de la Torre,36,0,1,0,0,0,2,0,Featherweight,KO/TKO,Punches,1,00:03:30,0.0,http://ufcstats.com/fight-details/23ba0218f9f65e33,08-04-2017,"Buffalo, New York, USA",17110.0
1444,win,Kamaru Usman,Sean Strickland,90,27,2,0,0,0,2,0,Welterweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/b2c1f9bdd5d3073d,08-04-2017,"Buffalo, New York, USA",17110.0
1445,win,Shane Burgos,Charles Rosa,77,86,0,1,0,0,0,0,Featherweight,KO/TKO,Punch,3,00:01:59,0.0,http://ufcstats.com/fight-details/ddb015ac5c067aa9,08-04-2017,"Buffalo, New York, USA",17110.0
1446,win,Patrick Cummins,Jan Blachowicz,73,53,3,1,0,0,1,0,Light Heavyweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/e7ad1c3a763c7cae,08-04-2017,"Buffalo, New York, USA",17110.0
1447,win,Gregor Gillespie,Andrew Holbrook,8,4,0,0,0,0,1,0,Lightweight,KO/TKO,Punch,1,00:00:21,0.0,http://ufcstats.com/fight-details/8b4eeaa048361ba3,08-04-2017,"Buffalo, New York, USA",17110.0
1448,win,Desmond Green,Josh Emmett,57,41,1,0,0,0,0,0,Lightweight,S-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/97b7638c592a95a9,08-04-2017,"Buffalo, New York, USA",17110.0
1449,win,Katlyn Chookagian,Irene Aldana,105,84,0,0,0,0,0,0,Women's Bantamweight,S-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/2464a75ee75dbf2f,08-04-2017,"Buffalo, New York, USA",17110.0
1450,win,Magomed Bibulatov,Jenel Lausa,51,10,2,0,0,0,9,0,Flyweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/c4da9ec26a924a7d,08-04-2017,"Buffalo, New York, USA",17110.0
1451,win,Jimi Manuwa,Corey Anderson,6,6,0,0,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,00:03:05,0.0,http://ufcstats.com/fight-details/00be3852000f8fe9,18-03-2017,"London, England, United Kingdom",15761.0
1452,win,Gunnar Nelson,Alan Jouban,8,17,1,0,1,0,5,0,Welterweight,SUB,Guillotine Choke,2,00:00:46,0.0,http://ufcstats.com/fight-details/7e6f91cbf8e93210,18-03-2017,"London, England, United Kingdom",15761.0
1453,win,Marlon Vera,Brad Pickett,67,51,0,2,0,0,0,2,Catch Weight,KO/TKO,Kick,3,00:03:50,0.0,http://ufcstats.com/fight-details/1e5c66d12761d4fe,18-03-2017,"London, England, United Kingdom",15761.0
1454,win,Arnold Allen,Makwan Amirkhani,32,17,3,4,1,3,6,3,Featherweight,S-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/7ec86f2af631344f,18-03-2017,"London, England, United Kingdom",15761.0
1455,win,Joe Duffy,Reza Madadi,51,28,0,2,0,0,2,0,Lightweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/55f727e00553035d,18-03-2017,"London, England, United Kingdom",15761.0
1456,win,Francimar Barroso,Darren Stewart,28,31,7,1,0,0,0,0,Light Heavyweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/c365a488a8de3c89,18-03-2017,"London, England, United Kingdom",15761.0
1457,win,Tim Johnson,Daniel Omielanczuk,52,54,1,0,0,0,1,0,Heavyweight,S-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/f99ee57f75b20b69,18-03-2017,"London, England, United Kingdom",15761.0
1458,win,Leon Edwards,Vicente Luque,53,24,3,2,0,0,1,3,Welterweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/88ce808e4e604180,18-03-2017,"London, England, United Kingdom",15761.0
1459,win,Marc Diakiese,Teemu Packalen,6,1,0,0,0,0,0,0,Lightweight,KO/TKO,Punch,1,00:00:30,0.0,http://ufcstats.com/fight-details/eee7f546c126ee8b,18-03-2017,"London, England, United Kingdom",15761.0
1460,win,Bradley Scott,Scott Askham,72,86,0,1,0,0,0,1,Middleweight,S-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/794b63b4c1e1e789,18-03-2017,"London, England, United Kingdom",15761.0
1461,win,Lina Lansberg,Lucie Pudilova,80,99,1,0,0,0,0,0,Women's Bantamweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/0bb419537705fb04,18-03-2017,"London, England, United Kingdom",15761.0
1462,nc,Vitor Belfort,Kelvin Gastelum,10,26,0,0,0,0,0,1,Middleweight,Overturned,Punch,1,00:03:52,0.0,http://ufcstats.com/fight-details/58450502a93454c8,11-03-2017,"Fortaleza, Ceara, Brazil",14069.0
1463,win,Mauricio Rua,Gian Villante,94,55,2,0,0,0,0,0,Light Heavyweight,KO/TKO,Punch,3,00:00:59,0.0,http://ufcstats.com/fight-details/34524408fb4d6752,11-03-2017,"Fortaleza, Ceara, Brazil",14069.0
